Date,Open,High,Low,Close,Adj Close,Volume,stock_name
2017-12-01,105.160004,105.489998,102.959999,104.099998,74.786469,2332700,zerodha
2017-12-04,103.459999,105.099998,103.010002,103.809998,75.228508,2143500,zerodha
2017-12-05,103.860001,105.940002,103.68,104.580002,75.786507,2171100,zerodha
2017-12-06,104.410004,105.220001,104.410004,104.690002,75.866249,2102100,zerodha
2017-12-07,104.959999,106.580002,104.769997,106.510002,77.185158,1604300,zerodha
2017-12-08,106.800003,107.629997,106.620003,107.139999,77.641685,1720800,zerodha
2017-12-11,107.330002,108.050003,107.110001,107.510002,77.909836,1462900,zerodha
2017-12-12,107.660004,108.129997,106.790001,106.989998,77.532997,2484400,zerodha
2017-12-13,107.260002,107.599998,106.440002,107.5,77.90258,2463100,zerodha
2017-12-14,107.709999,107.970001,105.129997,105.43,76.402504,2380200,zerodha
2017-12-15,106.0,106.470001,105.129997,106.029999,76.837318,3640800,zerodha
2017-12-18,107.519997,110.07,107.010002,109.559998,79.395401,2502000,zerodha
2017-12-19,109.470001,110.0,108.860001,108.949997,78.953346,2030000,zerodha
2017-12-20,109.550003,111.470001,109.269997,109.919998,79.656303,1815200,zerodha
2017-12-21,109.849998,110.940002,109.239998,110.279999,79.917175,1680600,zerodha
2017-12-22,109.540001,110.239998,109.43,109.980003,79.69976,1202100,zerodha
2017-12-26,110.239998,110.239998,109.510002,109.93,79.663521,462100,zerodha
2017-12-27,109.93,110.120003,109.589996,110.029999,79.736,677100,zerodha
2017-12-28,110.379997,111.260002,110.150002,111.160004,80.554893,1058100,zerodha
2017-12-29,111.620003,111.620003,110.199997,110.32,79.946182,1019700,zerodha
2018-01-02,111.050003,112.260002,110.690002,112.230003,81.330292,1127800,zerodha
2018-01-03,111.82,112.419998,110.699997,112.260002,81.352043,1437300,zerodha
2018-01-04,112.800003,113.440002,111.809998,112.800003,81.743362,1631000,zerodha
2018-01-05,113.25,114.459999,112.330002,114.370003,82.881104,1082000,zerodha
2018-01-08,114.400002,114.400002,113.040001,114.110001,82.692696,1283200,zerodha
2018-01-09,114.330002,116.339996,114.209999,115.150002,83.446335,1794000,zerodha
2018-01-10,114.709999,115.370003,114.160004,115.029999,83.359383,1236000,zerodha
2018-01-11,116.489998,117.940002,115.129997,117.699997,85.294258,1892000,zerodha
2018-01-12,117.650002,118.0,116.389999,117.68,85.279762,2070100,zerodha
2018-01-16,117.970001,118.129997,115.110001,115.889999,83.982597,1996300,zerodha
2018-01-17,116.260002,117.040001,115.720001,116.879997,84.700035,1704000,zerodha
2018-01-18,116.260002,117.32,115.5,116.889999,84.707283,2248400,zerodha
2018-01-19,117.389999,119.989998,117.150002,119.919998,86.903038,2864000,zerodha
2018-01-22,118.980003,119.699997,118.519997,118.940002,86.192863,2067800,zerodha
2018-01-23,118.519997,119.050003,117.650002,118.43,85.823288,1479400,zerodha
2018-01-24,119.18,120.43,118.43,118.940002,86.192863,1701400,zerodha
2018-01-25,119.599998,120.949997,119.599998,120.739998,87.497276,1585000,zerodha
2018-01-26,121.300003,121.779999,120.18,121.489998,88.040787,2157200,zerodha
2018-01-29,121.620003,121.949997,120.690002,120.910004,87.620483,1228200,zerodha
2018-01-30,119.910004,121.139999,118.379997,118.849998,86.127655,3319100,zerodha
2018-01-31,119.239998,120.349998,118.849998,119.839996,86.845062,3213900,zerodha
2018-02-01,119.099998,119.739998,116.889999,117.559998,85.192802,3431700,zerodha
2018-02-02,117.559998,117.839996,111.529999,112.169998,81.286812,4224600,zerodha
2018-02-05,111.739998,112.989998,107.449997,108.769997,78.822914,3146600,zerodha
2018-02-06,106.089996,114.349998,106.0,113.82,82.482536,4939500,zerodha
2018-02-07,113.129997,114.230003,110.199997,110.269997,79.909927,3163700,zerodha
2018-02-08,110.089996,110.559998,105.510002,105.790001,76.663368,2543600,zerodha
2018-02-09,107.150002,107.830002,102.82,106.989998,77.532997,3151800,zerodha
2018-02-12,108.230003,110.709999,108.139999,109.699997,79.496857,2260700,zerodha
2018-02-13,109.370003,110.589996,108.040001,109.639999,79.453384,1852800,zerodha
2018-02-14,108.709999,112.639999,108.239998,112.0,81.163628,1757500,zerodha
2018-02-15,113.300003,114.449997,108.739998,109.970001,79.692528,3118300,zerodha
2018-02-16,109.800003,110.480003,108.260002,108.610001,78.70697,2782400,zerodha
2018-02-20,108.0,109.629997,107.410004,108.589996,78.692482,2295800,zerodha
2018-02-21,108.660004,111.260002,108.349998,109.089996,79.05481,1984500,zerodha
2018-02-22,109.800003,111.709999,109.489998,110.830002,80.315735,1509700,zerodha
2018-02-23,111.489998,112.139999,110.300003,111.599998,80.873749,1516600,zerodha
2018-02-26,111.849998,111.980003,109.610001,110.510002,80.083839,2469300,zerodha
2018-02-27,110.510002,110.940002,109.18,109.660004,79.467888,2054400,zerodha
2018-02-28,110.199997,110.290001,108.169998,108.220001,78.424347,2226600,zerodha
2018-03-01,108.290001,110.529999,107.330002,108.129997,78.359131,3693800,zerodha
2018-03-02,106.620003,107.540001,105.040001,107.209999,78.417648,2403900,zerodha
2018-03-05,106.769997,109.029999,105.93,108.669998,79.485535,2413600,zerodha
2018-03-06,109.260002,111.129997,108.610001,109.739998,80.268181,1794600,zerodha
2018-03-07,108.940002,109.970001,107.769997,109.379997,80.004868,2144000,zerodha
2018-03-08,109.919998,110.349998,108.459999,109.370003,79.997543,2181300,zerodha
2018-03-09,110.330002,112.489998,109.860001,112.279999,82.12603,1860100,zerodha
2018-03-12,112.68,112.830002,110.830002,111.139999,81.292198,2025000,zerodha
2018-03-13,111.639999,112.589996,109.959999,110.339996,80.707054,2233200,zerodha
2018-03-14,111.199997,111.199997,108.360001,108.75,79.544067,1592600,zerodha
2018-03-15,109.349998,109.419998,107.050003,107.470001,78.607811,2014900,zerodha
2018-03-16,107.489998,108.559998,106.580002,107.18,78.395699,4500700,zerodha
2018-03-19,107.209999,107.32,105.5,106.769997,78.095802,2581700,zerodha
2018-03-20,107.489998,108.589996,106.93,107.470001,78.607811,2591900,zerodha
2018-03-21,107.489998,112.360001,106.790001,111.209999,81.343399,3352000,zerodha
2018-03-22,109.699997,110.68,106.440002,106.599998,77.971466,2968800,zerodha
2018-03-23,106.669998,107.5,104.410004,104.550003,76.472015,2569200,zerodha
2018-03-26,105.809998,106.489998,103.440002,105.089996,76.866989,3045200,zerodha
2018-03-27,105.75,106.349998,103.720001,104.139999,76.172119,2433000,zerodha
2018-03-28,104.120003,105.440002,102.32,103.150002,75.448006,2304200,zerodha
2018-03-29,103.290001,106.209999,103.290001,105.68,77.298523,2258700,zerodha
2018-04-02,105.410004,105.949997,102.360001,103.709999,75.857613,1750200,zerodha
2018-04-03,103.93,104.410004,102.43,104.139999,76.172119,1724500,zerodha
2018-04-04,101.110001,102.970001,96.190002,102.730003,75.140793,4713600,zerodha
2018-04-05,103.389999,105.489998,103.209999,104.849998,76.691444,2069700,zerodha
2018-04-06,103.510002,104.0,99.919998,100.790001,73.721809,2404100,zerodha
2018-04-09,101.529999,101.830002,99.400002,99.43,72.727036,3719900,zerodha
2018-04-10,101.419998,103.779999,100.830002,102.339996,74.85553,3192000,zerodha
2018-04-11,101.849998,102.610001,101.080002,102.209999,74.760429,1708100,zerodha
2018-04-12,103.199997,104.529999,102.82,103.699997,75.850288,4214900,zerodha
2018-04-13,104.059998,104.580002,102.629997,103.040001,75.367546,1750200,zerodha
2018-04-16,104.18,105.25,103.510002,104.540001,76.464691,2314500,zerodha
2018-04-17,105.32,106.519997,104.620003,106.040001,77.561867,1788500,zerodha
2018-04-18,107.239998,109.449997,106.730003,108.870003,79.631821,3163200,zerodha
2018-04-19,108.410004,108.459999,106.660004,107.599998,78.702904,2390300,zerodha
2018-04-20,107.75,108.309998,106.709999,107.68,78.761421,2673900,zerodha
2018-04-23,107.5,108.529999,107.239998,108.32,79.22953,2178500,zerodha
2018-04-24,108.709999,109.529999,104.809998,105.940002,77.488716,2491100,zerodha
2018-04-25,105.5,105.980003,104.099998,105.389999,77.086433,3471600,zerodha
2018-04-26,105.769997,107.139999,105.099998,106.489998,77.890991,2058200,zerodha
2018-04-27,109.150002,109.540001,105.0,106.669998,78.022675,3208100,zerodha
2018-04-30,106.669998,107.739998,105.32,105.730003,77.335114,2200500,zerodha
2018-05-01,105.5,105.75,103.059998,103.790001,75.916107,2341600,zerodha
2018-05-02,104.139999,105.639999,103.720001,104.75,76.618301,2599800,zerodha
2018-05-03,104.68,104.879997,102.68,103.949997,76.033142,2170900,zerodha
2018-05-04,103.529999,104.980003,102.459999,104.790001,76.647552,2129500,zerodha
2018-05-07,104.989998,106.089996,104.160004,104.599998,76.508591,1903600,zerodha
2018-05-08,104.5,104.660004,103.459999,104.540001,76.464691,3054800,zerodha
2018-05-09,105.239998,110.400002,105.239998,109.900002,80.385223,3547000,zerodha
2018-05-10,109.879997,113.510002,109.730003,112.419998,82.228447,3472000,zerodha
2018-05-11,112.470001,113.529999,111.970001,112.57,82.33815,2234400,zerodha
2018-05-14,112.870003,113.330002,111.57,111.980003,81.906616,1854400,zerodha
2018-05-15,111.650002,112.489998,111.150002,112.169998,82.045593,1534200,zerodha
2018-05-16,113.940002,116.379997,113.779999,115.309998,84.342285,3360100,zerodha
2018-05-17,115.099998,116.279999,114.93,116.190002,84.985962,2311500,zerodha
2018-05-18,116.110001,116.870003,115.910004,116.220001,85.007935,1903900,zerodha
2018-05-21,117.0,117.709999,116.230003,117.529999,85.966095,1770800,zerodha
2018-05-22,117.779999,118.790001,116.050003,116.169998,84.971352,1715300,zerodha
2018-05-23,115.199997,115.82,113.169998,115.660004,84.598289,1573400,zerodha
2018-05-24,115.639999,119.389999,115.5,117.019997,85.593071,2659100,zerodha
2018-05-25,115.800003,116.220001,113.050003,113.760002,83.208572,2545300,zerodha
2018-05-29,112.68,114.470001,110.970001,111.449997,81.518944,2548000,zerodha
2018-05-30,112.419998,114.139999,111.75,113.879997,83.296333,1866400,zerodha
2018-05-31,113.830002,113.830002,111.889999,112.120003,82.009018,2126900,zerodha
2018-06-01,114.419998,115.260002,112.449997,113.120003,82.740463,1667300,zerodha
2018-06-04,113.580002,114.349998,113.07,113.389999,82.937927,1377500,zerodha
2018-06-05,112.980003,115.730003,112.980003,115.440002,84.437386,1851000,zerodha
2018-06-06,116.510002,118.07,115.559998,118.040001,86.339119,2368100,zerodha
2018-06-07,118.010002,118.849998,117.400002,118.540001,86.704849,2256900,zerodha
2018-06-08,117.099998,118.300003,116.510002,118.089996,87.110565,1837900,zerodha
2018-06-11,118.480003,118.709999,116.949997,117.529999,86.697479,1508400,zerodha
2018-06-12,117.599998,117.730003,116.690002,117.669998,86.800743,989300,zerodha
2018-06-13,117.599998,117.639999,115.419998,115.529999,85.222145,2296900,zerodha
2018-06-14,115.940002,115.940002,113.889999,114.150002,84.20417,1490800,zerodha
2018-06-15,117.32,117.849998,114.190002,115.32,85.067245,3493600,zerodha
2018-06-18,114.139999,115.540001,114.139999,114.709999,84.617264,1637100,zerodha
2018-06-19,112.970001,113.410004,110.349998,111.25,82.064964,2403400,zerodha
2018-06-20,111.589996,111.589996,109.040001,110.0,81.142876,2978300,zerodha
2018-06-21,110.050003,110.089996,107.629997,108.019997,79.682297,2810000,zerodha
2018-06-22,109.949997,111.75,109.360001,111.019997,81.895279,2510800,zerodha
2018-06-25,110.75,110.849998,106.910004,107.620003,79.387238,1814500,zerodha
2018-06-26,108.050003,108.809998,107.150002,108.300003,79.888855,1896900,zerodha
2018-06-27,109.199997,111.75,108.480003,109.040001,80.434723,2279100,zerodha
2018-06-28,108.949997,109.550003,107.639999,109.349998,80.663399,1619200,zerodha
2018-06-29,110.0,112.089996,109.589996,109.849998,81.032234,2003600,zerodha
2018-07-02,108.989998,109.230003,107.260002,107.550003,79.335602,2360800,zerodha
2018-07-03,108.470001,108.910004,106.639999,106.760002,78.752846,878800,zerodha
2018-07-05,107.209999,108.169998,106.949997,107.830002,79.542168,1430400,zerodha
2018-07-06,107.440002,108.989998,106.709999,108.57,80.088036,1967600,zerodha
2018-07-09,109.269997,110.779999,108.589996,110.529999,81.533829,2444900,zerodha
2018-07-10,110.919998,111.839996,109.400002,110.190002,81.283035,1981600,zerodha
2018-07-11,109.0,109.0,105.410004,106.68,78.693832,3300600,zerodha
2018-07-12,107.5,107.629997,105.660004,106.720001,78.723351,2094600,zerodha
2018-07-13,106.860001,107.879997,106.410004,107.379997,79.210197,1694500,zerodha
2018-07-16,106.849998,107.660004,105.82,106.220001,78.354523,2232100,zerodha
2018-07-17,106.290001,108.389999,106.290001,108.110001,79.748695,1709400,zerodha
2018-07-18,107.879997,109.239998,107.660004,108.610001,80.117538,1514100,zerodha
2018-07-19,108.510002,109.029999,107.860001,108.559998,80.08065,1378700,zerodha
2018-07-20,108.139999,108.610001,107.529999,107.93,79.615906,1283300,zerodha
2018-07-23,108.410004,108.510002,107.050003,107.580002,79.357735,1460700,zerodha
2018-07-24,107.57,109.400002,107.57,108.370003,79.940491,2452900,zerodha
2018-07-25,108.25,109.610001,107.57,109.419998,80.71505,1408400,zerodha
2018-07-26,109.379997,111.199997,109.379997,110.949997,81.843658,1642000,zerodha
2018-07-27,111.190002,111.25,108.980003,109.489998,80.76667,1098000,zerodha
2018-07-30,109.510002,110.25,109.010002,109.110001,80.486366,1282500,zerodha
2018-07-31,109.610001,110.970001,109.18,110.790001,81.725639,1872400,zerodha
2018-08-01,110.769997,111.5,110.029999,110.110001,81.224007,1511000,zerodha
2018-08-02,108.75,109.040001,107.57,108.470001,80.014252,1874000,zerodha
2018-08-03,110.610001,112.790001,108.650002,112.150002,82.728851,2851100,zerodha
2018-08-06,112.080002,113.620003,111.5,113.010002,83.363258,1713300,zerodha
2018-08-07,113.730003,114.379997,112.809998,113.400002,83.650932,1179400,zerodha
2018-08-08,113.0,113.43,111.870003,113.07,83.407501,1469000,zerodha
2018-08-09,113.330002,114.449997,113.220001,113.379997,83.636169,1119300,zerodha
2018-08-10,112.550003,113.010002,111.910004,112.57,83.038658,1766500,zerodha
2018-08-13,113.18,114.339996,111.540001,111.580002,82.308388,1997200,zerodha
2018-08-14,112.400002,113.849998,112.169998,113.190002,83.496017,1319800,zerodha
2018-08-15,111.690002,111.889999,108.800003,110.760002,81.703499,2469600,zerodha
2018-08-16,111.550003,112.660004,111.510002,111.949997,82.581314,1642300,zerodha
2018-08-17,111.879997,113.370003,111.610001,113.099998,83.429626,1769000,zerodha
2018-08-20,113.849998,114.949997,113.440002,113.989998,84.086166,1405000,zerodha
2018-08-21,114.209999,115.940002,114.209999,114.940002,84.786934,1486000,zerodha
2018-08-22,115.739998,116.139999,114.470001,114.769997,84.661514,1151700,zerodha
2018-08-23,114.889999,114.889999,113.300003,114.029999,84.115669,1132100,zerodha
2018-08-24,114.809998,115.400002,113.75,115.120003,84.919701,1091700,zerodha
2018-08-27,115.290001,116.629997,114.68,115.949997,85.531967,1693800,zerodha
2018-08-28,116.059998,116.540001,114.059998,114.970001,84.809067,1875100,zerodha
2018-08-29,115.199997,115.360001,113.93,114.980003,84.816437,1305700,zerodha
2018-08-30,114.510002,114.519997,112.540001,113.650002,83.835342,1983600,zerodha
2018-08-31,113.360001,113.769997,112.339996,112.779999,83.193573,1651800,zerodha
2018-09-04,111.949997,112.25,110.540001,111.010002,82.620491,2010900,zerodha
2018-09-05,110.5,111.75,110.040001,111.669998,83.111717,2652800,zerodha
2018-09-06,112.0,113.239998,111.360001,112.239998,83.535942,2136900,zerodha
2018-09-07,110.68,110.720001,107.559998,108.629997,80.849144,2708800,zerodha
2018-09-10,109.589996,110.690002,106.660004,106.879997,79.546692,3232700,zerodha
2018-09-11,106.110001,107.169998,104.900002,106.540001,79.29364,2638600,zerodha
2018-09-12,106.389999,107.419998,106.040001,106.089996,78.958725,3217300,zerodha
2018-09-13,107.040001,107.489998,104.93,104.959999,78.117706,2654500,zerodha
2018-09-14,105.029999,106.059998,103.849998,105.309998,78.378212,3381600,zerodha
2018-09-17,104.059998,105.029999,103.089996,103.459999,77.001328,3579400,zerodha
2018-09-18,103.150002,103.599998,100.730003,102.099998,75.989113,3874500,zerodha
2018-09-19,99.68,102.93,99.110001,102.709999,76.443115,4317900,zerodha
2018-09-20,104.040001,105.360001,103.75,104.489998,77.767906,3520800,zerodha
2018-09-21,105.0,105.639999,104.75,105.209999,78.303772,4733800,zerodha
2018-09-24,105.379997,105.480003,103.330002,104.349998,77.663712,1752900,zerodha
2018-09-25,104.25,105.080002,103.779999,104.800003,77.998627,2078400,zerodha
2018-09-26,104.449997,105.449997,104.0,104.290001,77.619057,2375400,zerodha
2018-09-27,103.830002,104.389999,102.599998,102.779999,76.495232,1900700,zerodha
2018-09-28,102.260002,102.839996,100.93,102.510002,76.294281,2441100,zerodha
2018-10-01,102.949997,104.989998,102.949997,104.040001,77.432999,2411900,zerodha
2018-10-02,104.410004,106.32,104.290001,105.730003,78.690796,2443000,zerodha
2018-10-03,105.959999,106.610001,104.580002,105.779999,78.728012,2321600,zerodha
2018-10-04,105.959999,105.959999,103.129997,103.919998,77.343674,2641600,zerodha
2018-10-05,103.949997,104.610001,103.18,103.5,77.03109,2565500,zerodha
2018-10-08,102.889999,104.75,102.550003,104.220001,77.566971,1929700,zerodha
2018-10-09,103.75,103.830002,99.510002,99.709999,74.210342,3310000,zerodha
2018-10-10,100.489998,100.489998,97.489998,97.620003,72.654846,5274500,zerodha
2018-10-11,97.550003,99.650002,96.809998,97.029999,72.215714,3704400,zerodha
2018-10-12,98.099998,99.239998,97.029999,97.5,72.565514,3335100,zerodha
2018-10-15,97.519997,98.370003,96.93,96.940002,72.148735,2051000,zerodha
2018-10-16,97.370003,97.870003,97.029999,97.629997,72.662262,2636900,zerodha
2018-10-17,97.639999,98.330002,95.889999,96.220001,71.612869,2408400,zerodha
2018-10-18,96.050003,97.339996,94.209999,94.790001,70.548569,3205700,zerodha
2018-10-19,95.449997,96.0,92.879997,93.589996,69.655464,3203000,zerodha
2018-10-22,94.269997,94.489998,91.25,91.940002,68.427422,3513700,zerodha
2018-10-23,90.080002,90.730003,88.910004,90.0,66.983566,3388000,zerodha
2018-10-24,90.419998,90.639999,86.410004,86.57,64.430748,3708100,zerodha
2018-10-25,87.639999,90.080002,87.580002,89.199997,66.388145,3399100,zerodha
2018-10-26,88.129997,90.519997,87.5,89.230003,66.410461,3358800,zerodha
2018-10-29,90.730003,91.419998,88.190002,88.449997,65.829948,3172900,zerodha
2018-10-30,89.07,90.0,85.599998,88.82,66.105316,5161400,zerodha
2018-10-31,90.029999,91.169998,88.68,89.269997,66.440231,4470200,zerodha
2018-11-01,91.190002,92.919998,90.110001,92.529999,68.866539,3317500,zerodha
2018-11-02,93.779999,94.279999,92.25,93.099998,69.290749,3815800,zerodha
2018-11-05,93.540001,93.970001,92.629997,93.489998,69.581024,1882300,zerodha
2018-11-06,94.220001,95.550003,94.010002,95.080002,70.764427,2539400,zerodha
2018-11-07,95.580002,96.940002,94.529999,96.849998,72.081741,3615800,zerodha
2018-11-08,95.860001,96.589996,94.900002,96.529999,71.843575,3906500,zerodha
2018-11-09,95.269997,96.510002,94.900002,96.059998,71.493797,3141600,zerodha
2018-11-12,96.160004,96.849998,94.989998,95.239998,70.883484,3014800,zerodha
2018-11-13,95.089996,96.050003,91.779999,92.07,68.524178,4514000,zerodha
2018-11-14,92.190002,93.860001,90.970001,91.879997,68.382774,4797300,zerodha
2018-11-15,91.879997,94.040001,91.720001,93.440002,69.543831,3332700,zerodha
2018-11-16,93.190002,96.309998,92.860001,95.43,71.02491,3096400,zerodha
2018-11-19,94.620003,94.900002,92.550003,92.779999,69.052605,2780300,zerodha
2018-11-20,92.5,93.269997,91.07,91.400002,68.025528,3156200,zerodha
2018-11-21,92.080002,93.68,91.739998,92.379997,68.754906,2158000,zerodha
2018-11-23,91.019997,91.809998,90.610001,90.839996,67.608727,1079200,zerodha
2018-11-26,91.629997,92.5,91.309998,92.099998,68.546516,1946300,zerodha
2018-11-27,91.330002,92.169998,90.220001,91.18,67.861801,2359700,zerodha
2018-11-28,91.5,92.080002,89.529999,92.019997,68.486946,2074700,zerodha
2018-11-29,92.440002,93.870003,91.93,93.019997,69.231224,2503700,zerodha
2018-11-30,92.239998,93.519997,91.519997,93.309998,69.447067,3189400,zerodha
2018-12-03,95.989998,96.769997,93.010002,94.32,70.198784,3184800,zerodha
2018-12-04,94.07,94.519997,89.309998,90.57,67.407784,4164800,zerodha
2018-12-06,88.790001,88.860001,86.370003,88.230003,65.666229,3870600,zerodha
2018-12-07,88.279999,89.970001,84.169998,84.370003,63.513214,3944400,zerodha
2018-12-10,84.129997,84.949997,82.410004,84.43,63.558392,3363700,zerodha
2018-12-11,86.160004,86.75,84.089996,84.82,63.851974,2536000,zerodha
2018-12-12,86.93,87.150002,85.239998,85.440002,64.31871,2577700,zerodha
2018-12-13,85.339996,85.800003,83.260002,83.68,62.993797,2501500,zerodha
2018-12-14,82.779999,84.440002,81.949997,82.339996,61.98505,2396200,zerodha
2018-12-17,81.5,84.279999,81.050003,82.190002,61.872128,2719800,zerodha
2018-12-18,82.989998,84.239998,82.019997,82.459999,62.075397,2675800,zerodha
2018-12-19,82.419998,84.370003,80.220001,80.660004,60.720364,2872900,zerodha
2018-12-20,80.129997,81.830002,78.32,79.57,59.899822,3778900,zerodha
2018-12-21,79.480003,81.300003,78.809998,79.010002,59.478249,4470400,zerodha
2018-12-24,78.919998,80.610001,77.889999,78.519997,59.109379,1634400,zerodha
2018-12-26,78.629997,81.470001,77.519997,81.419998,61.292477,2786000,zerodha
2018-12-27,80.089996,83.43,79.629997,83.43,62.805614,2097800,zerodha
2018-12-28,83.68,84.129997,81.980003,82.379997,62.015167,1865600,zerodha
2018-12-31,82.650002,83.699997,82.059998,83.160004,62.602341,1699900,zerodha
2019-01-02,81.709999,84.650002,81.660004,83.889999,63.151886,1557200,zerodha
2019-01-03,83.669998,84.389999,81.900002,82.260002,61.924831,2205600,zerodha
2019-01-04,86.279999,87.389999,84.129997,86.699997,65.267227,3721000,zerodha
2019-01-07,86.550003,88.0,85.360001,86.940002,65.447922,2283500,zerodha
2019-01-08,87.709999,89.029999,87.510002,88.610001,66.705078,1962500,zerodha
2019-01-09,88.900002,89.230003,87.589996,88.110001,66.328674,2299200,zerodha
2019-01-10,87.349998,87.699997,86.410004,87.400002,65.794197,2400000,zerodha
2019-01-11,87.160004,87.160004,85.790001,86.0,64.740273,2614900,zerodha
2019-01-14,85.199997,86.459999,84.919998,85.709999,64.521957,2403700,zerodha
2019-01-15,85.650002,85.959999,84.129997,84.580002,63.671322,2032100,zerodha
2019-01-16,84.379997,85.540001,84.300003,84.779999,63.821869,2671100,zerodha
2019-01-17,84.110001,85.959999,84.110001,85.849998,64.627365,3378400,zerodha
2019-01-18,86.830002,88.260002,86.330002,87.860001,66.140472,2885400,zerodha
2019-01-22,86.989998,87.459999,85.199997,85.800003,64.589737,2512800,zerodha
2019-01-23,85.809998,86.260002,83.839996,84.43,63.558392,2142100,zerodha
2019-01-24,84.349998,84.839996,83.57,83.959999,63.20459,2487400,zerodha
2019-01-25,85.099998,86.739998,85.099998,86.209999,64.898369,2603300,zerodha
2019-01-28,85.519997,86.349998,84.739998,86.139999,64.845665,2383200,zerodha
2019-01-29,86.279999,87.599998,85.730003,87.089996,65.560822,1655100,zerodha
2019-01-30,87.75,88.739998,86.459999,88.220001,66.411484,2579400,zerodha
2019-01-31,86.5,87.080002,85.260002,86.970001,65.47049,4201100,zerodha
2019-02-01,85.260002,88.989998,85.089996,88.889999,66.915863,4596600,zerodha
2019-02-04,88.279999,88.349998,86.300003,87.690002,66.012497,3331900,zerodha
2019-02-05,87.379997,88.349998,86.870003,87.57,65.922173,2745100,zerodha
2019-02-06,87.620003,88.120003,86.230003,87.199997,65.643631,2004000,zerodha
2019-02-07,86.900002,87.339996,84.220001,84.589996,63.678833,2329600,zerodha
2019-02-08,84.220001,85.459999,83.760002,84.580002,63.671322,2293300,zerodha
2019-02-11,84.629997,84.900002,83.480003,83.910004,63.166931,3317200,zerodha
2019-02-12,84.639999,86.400002,84.349998,85.459999,64.333786,3759400,zerodha
2019-02-13,85.870003,86.519997,84.900002,86.050003,64.777924,2539700,zerodha
2019-02-14,85.599998,87.510002,85.279999,86.32,64.981186,2172400,zerodha
2019-02-15,87.25,88.440002,86.980003,87.639999,65.974861,1893200,zerodha
2019-02-19,87.059998,88.129997,86.32,87.480003,65.854416,2321000,zerodha
2019-02-20,87.349998,89.739998,87.269997,89.160004,67.119125,2368800,zerodha
2019-02-21,89.32,89.699997,87.889999,88.5,66.622269,2165600,zerodha
2019-02-22,89.410004,89.550003,88.620003,89.139999,67.104057,2143200,zerodha
2019-02-25,89.269997,89.489998,88.480003,88.589996,66.69001,2341400,zerodha
2019-02-26,88.480003,88.660004,86.790001,86.860001,65.387672,2669000,zerodha
2019-02-27,86.790001,87.059998,86.0,86.690002,65.259712,1760600,zerodha
2019-02-28,86.660004,86.709999,85.120003,85.519997,64.378937,2290600,zerodha
2019-03-01,85.43,86.870003,84.339996,85.050003,64.782646,2816700,zerodha
2019-03-04,86.940002,86.940002,84.019997,85.099998,64.820717,1723200,zerodha
2019-03-05,84.919998,85.220001,84.019997,84.120003,64.074249,3336600,zerodha
2019-03-06,86.540001,89.769997,85.589996,89.260002,67.989388,4048500,zerodha
2019-03-07,88.889999,89.0,86.230003,87.110001,66.351738,3067500,zerodha
2019-03-08,86.199997,87.370003,85.389999,87.139999,66.374596,2307800,zerodha
2019-03-11,87.68,88.959999,87.419998,88.699997,67.562843,2089100,zerodha
2019-03-12,88.900002,90.360001,88.82,89.279999,68.004623,3080800,zerodha
2019-03-13,89.330002,90.279999,88.790001,88.879997,67.699951,2112800,zerodha
2019-03-14,88.580002,89.010002,87.419998,87.440002,66.603119,2334000,zerodha
2019-03-15,87.580002,88.540001,86.809998,87.0,66.267967,4340200,zerodha
2019-03-18,87.449997,87.449997,85.940002,87.269997,66.473602,1885800,zerodha
2019-03-19,88.07,88.150002,86.32,86.959999,66.237488,2492000,zerodha
2019-03-20,86.809998,87.199997,85.900002,86.330002,65.757614,2245400,zerodha
2019-03-21,86.25,89.709999,86.099998,88.309998,67.265785,2534400,zerodha
2019-03-22,87.519997,87.720001,84.959999,85.07,64.797882,2473000,zerodha
2019-03-25,85.120003,85.540001,83.199997,83.470001,63.579151,2237600,zerodha
2019-03-26,84.470001,84.919998,83.32,84.309998,64.218971,2071400,zerodha
2019-03-27,84.599998,85.0,82.849998,83.489998,63.594387,2373100,zerodha
2019-03-28,83.919998,84.309998,83.110001,83.860001,63.876213,2250500,zerodha
2019-03-29,83.550003,84.309998,83.169998,84.080002,64.043785,2184500,zerodha
2019-04-01,85.059998,87.269997,85.0,87.169998,66.397453,2244700,zerodha
2019-04-02,87.169998,89.800003,86.57,89.360001,68.065559,3851600,zerodha
2019-04-03,90.419998,91.900002,89.919998,90.580002,68.994858,3408600,zerodha
2019-04-04,90.309998,92.660004,90.150002,92.199997,70.228813,2563200,zerodha
2019-04-05,92.529999,93.230003,90.489998,91.059998,69.360451,4842500,zerodha
2019-04-08,91.260002,91.940002,90.760002,91.330002,69.566116,1726300,zerodha
2019-04-09,90.779999,91.059998,89.769997,90.25,68.743477,1329100,zerodha
2019-04-10,90.650002,90.849998,88.790001,89.559998,68.217903,2170200,zerodha
2019-04-11,89.809998,90.800003,89.559998,90.510002,68.941536,1820900,zerodha
2019-04-12,92.940002,95.190002,91.209999,92.290001,70.297356,4059000,zerodha
2019-04-15,93.209999,93.82,92.199997,92.220001,70.244034,3238600,zerodha
2019-04-16,92.400002,92.400002,90.989998,92.169998,70.20594,1848500,zerodha
2019-04-17,92.68,93.279999,91.739998,91.760002,69.893654,1546500,zerodha
